ID,Code,Name,VariableName,DeviceID,OPCClass,DataClass,ParameterDesc,AnalysisOrder,ActOrder,Reversed,DataAction,ServerId,InternalTime,DataType,DataLength,Protocol,KeyChar,AuxiliaryChar,EditTime,CreatorID,CreateTime,EditorID,Active,PositionID,ValueLeft,ValueRight,ParseFuncID
27,112014Production,生产,Production,239,,1,,1,0,0,4,96,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
28,112014PowerOn,开机,PowerOn,239,,1,,0,0,0,4,96,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
29,112012Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,237,,1,,17,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
30,112012Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,237,,1,,16,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
31,112012Standstill,等待,Standstill,237,,1,,8,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
32,112012Alarm,故障,Alarm,237,,1,,4,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
33,112012Stop,停止,Stop,237,,1,,2,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
34,112012Production,生产,Production,237,,1,,1,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
35,112012PowerOn,开机,PowerOn,237,,1,,0,0,0,4,95,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
36,112010Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,235,,1,,17,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
37,112010Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,235,,1,,16,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
38,112010Standstill,等待,Standstill,235,,1,,8,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
39,112010Alarm,故障,Alarm,235,,1,,4,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
40,112010Stop,停止,Stop,235,,1,,2,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
41,112010Production,生产,Production,235,,1,,1,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
42,112010PowerOn,开机,PowerOn,235,,1,,0,0,0,4,94,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
43,112008Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,233,,1,,17,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
44,112008Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,233,,1,,16,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
45,112008Standstill,等待,Standstill,233,,1,,8,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
46,112008Alarm,故障,Alarm,233,,1,,4,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:57",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
47,112008Stop,停止,Stop,233,,1,,2,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
48,112008Production,生产,Production,233,,1,,1,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
49,112008PowerOn,开机,PowerOn,233,,1,,0,0,0,4,93,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
50,112002Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,227,,1,,17,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
51,112002Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,227,,1,,16,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
52,112002Standstill,等待,Standstill,227,,1,,8,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
53,112002Alarm,故障,Alarm,227,,1,,4,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
54,112002Stop,停止,Stop,227,,1,,2,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
55,112002Production,生产,Production,227,,1,,1,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
56,112002PowerOn,开机,PowerOn,227,,1,,0,0,0,4,92,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
57,111017Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,222,,1,,17,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
58,111017Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,222,,1,,16,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
59,111017Standstill,等待,Standstill,222,,1,,8,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
60,111017Alarm,故障,Alarm,222,,1,,4,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
61,111017Stop,停止,Stop,222,,1,,2,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
62,111017Production,生产,Production,222,,1,,1,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
63,111017PowerOn,开机,PowerOn,222,,1,,0,0,0,4,91,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
64,111016Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,221,,1,,17,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
65,111016Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,221,,1,,16,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
66,111016Standstill,等待,Standstill,221,,1,,8,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:58",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
67,111016Alarm,故障,Alarm,221,,1,,4,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
68,111016Stop,停止,Stop,221,,1,,2,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
69,111016Production,生产,Production,221,,1,,1,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
70,111016PowerOn,开机,PowerOn,221,,1,,0,0,0,4,90,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
71,111015Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,220,,1,,17,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
72,111015Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,220,,1,,16,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
73,111015Standstill,等待,Standstill,220,,1,,8,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
74,111015Alarm,故障,Alarm,220,,1,,4,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
75,111015Stop,停止,Stop,220,,1,,2,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
76,111015Production,生产,Production,220,,1,,1,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
77,111015PowerOn,开机,PowerOn,220,,1,,0,0,0,4,89,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
78,111014Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,219,,1,,17,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
79,111014Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,219,,1,,16,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
80,111014Standstill,等待,Standstill,219,,1,,8,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
81,111014Alarm,故障,Alarm,219,,1,,4,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
82,111014Stop,停止,Stop,219,,1,,2,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
83,111014Production,生产,Production,219,,1,,1,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
84,111014PowerOn,开机,PowerOn,219,,1,,0,0,0,4,88,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
85,111012Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,217,,1,,17,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
86,111012Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,217,,1,,16,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:53:59",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
87,111012Standstill,等待,Standstill,217,,1,,8,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
88,111012Alarm,故障,Alarm,217,,1,,4,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
89,111012Stop,停止,Stop,217,,1,,2,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
90,111012Production,生产,Production,217,,1,,1,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
91,111012PowerOn,开机,PowerOn,217,,1,,0,0,0,4,87,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
92,111010Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,215,,1,,17,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
93,111010Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,215,,1,,16,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
94,111010Standstill,等待,Standstill,215,,1,,8,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
95,111010Alarm,故障,Alarm,215,,1,,4,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
96,111010Stop,停止,Stop,215,,1,,2,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
97,111010Production,生产,Production,215,,1,,1,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
98,111010PowerOn,开机,PowerOn,215,,1,,0,0,0,4,86,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
99,111008Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,213,,1,,17,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
100,111008Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,213,,1,,16,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
101,111008Standstill,等待,Standstill,213,,1,,8,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
102,111008Alarm,故障,Alarm,213,,1,,4,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
103,111008Stop,停止,Stop,213,,1,,2,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
104,111008Production,生产,Production,213,,1,,1,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
105,111008PowerOn,开机,PowerOn,213,,1,,0,0,0,4,85,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
106,111002Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,207,,1,,17,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
107,111002Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,207,,1,,16,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:00",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
108,111002Standstill,等待,Standstill,207,,1,,8,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
109,111002Alarm,故障,Alarm,207,,1,,4,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
110,111002Stop,停止,Stop,207,,1,,2,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
111,111002Production,生产,Production,207,,1,,1,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
112,111002PowerOn,开机,PowerOn,207,,1,,0,0,0,4,84,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
113,110017Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,203,,1,,17,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
114,110017Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,203,,1,,16,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
115,110017Standstill,等待,Standstill,203,,1,,8,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
116,110017Alarm,故障,Alarm,203,,1,,4,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
117,110017Stop,停止,Stop,203,,1,,2,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
118,110017Production,生产,Production,203,,1,,1,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
119,110017PowerOn,开机,PowerOn,203,,1,,0,0,0,4,83,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
120,110016Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,202,,1,,17,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
121,110016Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,202,,1,,16,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
122,110016Standstill,等待,Standstill,202,,1,,8,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
123,110016Alarm,故障,Alarm,202,,1,,4,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
124,110016Stop,停止,Stop,202,,1,,2,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
125,110016Production,生产,Production,202,,1,,1,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
126,110016PowerOn,开机,PowerOn,202,,1,,0,0,0,4,82,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
127,110015Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,201,,1,,17,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:01",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
128,110015Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,201,,1,,16,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
129,110015Standstill,等待,Standstill,201,,1,,8,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
130,110015Alarm,故障,Alarm,201,,1,,4,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
131,110015Stop,停止,Stop,201,,1,,2,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
132,110015Production,生产,Production,201,,1,,1,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
133,110015PowerOn,开机,PowerOn,201,,1,,0,0,0,4,81,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
134,110014Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,200,,1,,17,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
135,110014Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,200,,1,,16,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
136,110014Standstill,等待,Standstill,200,,1,,8,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
137,110014Alarm,故障,Alarm,200,,1,,4,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
138,110014Stop,停止,Stop,200,,1,,2,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
139,110014Production,生产,Production,200,,1,,1,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
140,110014PowerOn,开机,PowerOn,200,,1,,0,0,0,4,80,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
141,110012Standstill_WaitFeed,"等待 缺料",Standstill_WaitFeed,199,,1,,17,0,0,4,79,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
142,110012Standstill_NC_Suspend,"等待 NC暂停",Standstill_NC_Suspend,199,,1,,16,0,0,4,79,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
143,110012Standstill,等待,Standstill,199,,1,,8,0,0,4,79,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
144,110012Alarm,故障,Alarm,199,,1,,4,0,0,4,79,0,1,0,OPC,,,"2023-07-15 14:54:02",-100,"2023-03-20 10:49:44",-100,1,0,0,0,0
